,[1] Accuracy,[2] Accuracy,[3] Accuracy,[1] Steps,[2] Steps,[3] Steps,[1] Time,[2] Time,[3] Time
11478,93.33333333333331,57.14285714285714,84.61538461538461,15.0,14.0,13.0,15.061681032180786,81.68702721595764,246.4197916984558
11479,100.0,100.0,100.0,17.0,16.0,15.0,15.038015127182007,79.72289705276489,272.2600791454315
11480,88.88888888888891,0.0,100.0,9.0,8.0,7.0,14.675698280334473,78.67778229713441,255.27131915092468
11482,95.65217391304348,95.45454545454544,80.95238095238095,23.0,22.0,21.0,15.130949258804321,80.11167979240417,257.8056175708771
11483,64.86486486486487,63.88888888888889,68.57142857142857,37.0,36.0,35.0,15.11358094215393,81.7974376678467,235.7967245578766
11484,87.09677419354837,96.66666666666669,93.10344827586206,31.0,30.0,29.0,15.419538974761965,78.71972465515138,258.500333070755
11485,84.44444444444444,65.9090909090909,72.09302325581395,45.0,44.0,43.0,14.983259439468384,82.72987914085387,227.43153977394104
11486,84.0909090909091,95.34883720930232,85.71428571428571,44.0,43.0,42.0,15.70160722732544,82.6969017982483,276.831684589386
11487,87.8048780487805,65.0,74.35897435897436,41.0,40.0,39.0,15.255107164382935,80.67699074745178,253.66117477416992
11488,85.71428571428571,52.941176470588246,78.78787878787878,35.0,34.0,33.0,16.074011325836178,83.01189851760864,213.59791684150696
11489,81.25,60.0,78.57142857142857,16.0,15.0,14.0,15.439280033111572,81.23832941055299,209.4867479801178
11490,82.5,89.74358974358975,76.31578947368422,40.0,39.0,38.0,15.41974639892578,83.02533626556395,240.86440062522888
11491,37.5,28.57142857142857,66.66666666666666,8.0,7.0,6.0,15.145304918289185,78.65225148200989,262.12735748291016
11492,60.71428571428571,48.148148148148145,76.92307692307693,28.0,27.0,26.0,15.231573104858398,82.28988456726073,262.9272792339325
11493,90.0,96.55172413793105,82.14285714285714,30.0,29.0,28.0,15.874900817871096,83.19379377365112,262.1348044872284
11494,95.1219512195122,80.0,92.30769230769228,41.0,40.0,39.0,15.866798162460327,82.31285071372986,267.39462518692017
11495,93.61702127659576,93.47826086956522,95.55555555555556,47.0,46.0,45.0,15.942227363586426,81.69892573356628,270.61588644981384
11496,81.08108108108108,77.7777777777778,85.71428571428571,37.0,36.0,35.0,15.962396621704102,80.99615550041199,259.18215942382807
11497,85.36585365853658,87.5,89.74358974358975,41.0,40.0,39.0,15.69887089729309,84.67615222930908,248.21590638160703
11498,86.95652173913044,93.33333333333331,93.18181818181816,46.0,45.0,44.0,15.64656662940979,82.38601183891295,254.08621549606323
11499,95.1219512195122,87.5,84.61538461538461,41.0,40.0,39.0,15.935771465301515,85.41101479530334,262.5799608230591
11500,81.25,80.85106382978722,78.26086956521739,48.0,47.0,46.0,16.217879056930542,77.74420619010925,274.1422979831696
11501,88.3720930232558,97.61904761904762,85.36585365853658,43.0,42.0,41.0,15.749903917312622,84.61735439300537,243.17140221595764
11502,89.18918918918921,91.66666666666666,88.57142857142857,37.0,36.0,35.0,16.475138187408447,82.73077821731567,201.02949500083923
11503,100.0,100.0,100.0,31.0,30.0,29.0,15.712907314300535,83.02074313163756,256.26829195022583
11504,42.481203007518786,40.75471698113208,40.90909090909091,266.0,265.0,264.0,19.038642406463627,91.11802744865416,281.3468060493469
11505,96.55172413793105,82.14285714285714,88.88888888888891,29.0,28.0,27.0,15.88828945159912,76.90024137496948,262.37375497818
11506,100.0,97.2972972972973,88.88888888888891,38.0,37.0,36.0,16.334542274475098,87.52268290519714,256.7478301525116
11507,20.0,0.0,30.76923076923077,15.0,14.0,13.0,16.154994249343872,80.73337292671205,219.67428278923043
11508,64.28571428571429,34.14634146341464,65.0,42.0,41.0,40.0,16.436542987823483,84.9083023071289,274.8998351097107
11509,64.28571428571429,70.73170731707317,52.5,42.0,41.0,40.0,16.26820707321167,81.32676172256471,258.13769340515137
11510,83.33333333333334,17.647058823529417,100.0,18.0,17.0,16.0,16.49990463256836,86.15722012519836,264.7867708206177
11511,89.47368421052632,44.444444444444436,100.0,19.0,18.0,17.0,16.345327138900757,81.43666696548463,202.3592231273651
11512,75.0,80.64516129032258,66.66666666666666,32.0,31.0,30.0,15.959096908569336,85.57402491569519,263.8571307659149
11513,91.80327868852459,86.66666666666669,88.13559322033899,61.0,60.0,59.0,16.51533842086792,84.40866231918334,196.5165882110596
11514,73.80952380952381,78.04878048780488,70.0,42.0,41.0,40.0,16.257658958435062,85.28681039810179,286.6520047187805
11515,87.5,58.97435897435898,92.10526315789473,40.0,39.0,38.0,16.61238145828247,83.80087780952455,262.04612636566156
11516,93.57798165137615,68.51851851851852,81.30841121495327,109.0,108.0,107.0,17.485204458236694,87.19711995124817,274.2552876472473
11517,83.33333333333334,85.1063829787234,84.78260869565217,48.0,47.0,46.0,16.576728105545044,81.17127060890199,252.1156716346741
11518,0.0,71.42857142857143,66.66666666666666,8.0,7.0,6.0,16.427358627319336,83.90490818023682,251.36694717407227
11519,66.66666666666666,69.23076923076923,68.0,27.0,26.0,25.0,16.565377712249756,86.96868968009949,280.71714115142817
11520,89.47368421052632,5.5555555555555545,82.35294117647058,19.0,18.0,17.0,16.213424682617188,83.79860949516295,269.2837164402008
11521,44.444444444444436,37.5,14.285714285714285,9.0,8.0,7.0,16.195008277893063,86.00280714035034,260.51316738128656
11522,44.444444444444436,12.5,57.14285714285714,9.0,8.0,7.0,16.348549127578735,85.74425268173219,274.25505304336554
11523,77.08333333333334,65.95744680851064,65.21739130434783,48.0,47.0,46.0,17.001106023788452,87.27172923088074,281.69519019126886
11524,95.83333333333334,74.46808510638297,76.08695652173914,48.0,47.0,46.0,16.890629291534427,87.04288792610168,238.47930026054385
11525,71.05263157894737,59.45945945945946,66.66666666666666,38.0,37.0,36.0,17.150869369506836,87.59115242958069,274.44678473472595
11526,91.66666666666666,78.26086956521739,95.45454545454544,24.0,23.0,22.0,17.14341711997986,84.02373600006105,214.95634150505063
11527,50.0,71.42857142857143,100.0,8.0,7.0,6.0,17.238476991653442,87.88754415512085,204.17005372047424
11528,73.68421052631578,72.97297297297297,63.88888888888889,38.0,37.0,36.0,17.471174240112305,86.39087510108948,226.5991852283477
11529,90.56603773584905,92.30769230769228,80.3921568627451,53.0,52.0,51.0,17.239829540252686,89.5317759513855,229.1514813899994
11530,100.0,70.0,89.47368421052632,21.0,20.0,19.0,17.126094579696655,83.73408436775208,221.54683804512024
11531,95.55555555555556,84.0909090909091,95.34883720930232,45.0,44.0,43.0,17.68227195739746,87.85219264030457,286.94491887092585
11532,77.5,72.1518987341772,66.66666666666666,80.0,79.0,78.0,18.065179347991947,88.93590354919434,282.83372831344604
11533,66.25,60.75949367088608,69.23076923076923,80.0,79.0,78.0,17.47314143180847,87.55928039550781,286.4309160709381
11534,100.0,77.7777777777778,62.5,10.0,9.0,8.0,16.905093669891354,81.90977001190186,284.6013760566712
11535,65.625,93.54838709677419,63.33333333333333,32.0,31.0,30.0,17.685960292816166,88.7978777885437,193.258531332016
11536,87.87878787878788,59.375,58.064516129032256,33.0,32.0,31.0,16.85350775718689,88.2288556098938,264.0602698326111
11537,85.71428571428571,0.0,75.0,14.0,13.0,12.0,16.941967010498047,86.1292040348053,267.42833876609797
11538,64.0,48.979591836734684,70.83333333333334,50.0,49.0,48.0,17.627872943878177,91.12808632850648,245.61194515228271
11540,95.23809523809523,87.8048780487805,85.0,42.0,41.0,40.0,17.992309093475345,87.91681909561156,273.1067273616791
11541,93.33333333333331,72.41379310344827,96.42857142857143,30.0,29.0,28.0,17.581703901290894,89.5691888332367,292.37038922309875
11542,30.434782608695656,9.090909090909092,14.285714285714285,23.0,22.0,21.0,17.310341596603394,88.16757655143738,286.51642704010015
11543,81.81818181818183,85.71428571428571,85.0,22.0,21.0,20.0,17.680518865585327,88.51158857345581,274.9976499080658
11544,90.625,93.54838709677419,93.33333333333331,32.0,31.0,30.0,17.899587392807007,89.95239233970642,290.10798382759094
11545,59.493670886075954,60.256410256410255,59.74025974025975,79.0,78.0,77.0,18.18560743331909,88.6944100856781,294.49578833580017
11546,72.0,79.59183673469387,77.08333333333334,50.0,49.0,48.0,18.286487340927124,88.0022976398468,246.08744072914124
11547,70.21276595744679,82.6086956521739,77.7777777777778,47.0,46.0,45.0,18.235149860382077,89.85471892356873,266.5904693603516
11548,67.21311475409836,66.66666666666666,64.40677966101694,61.0,60.0,59.0,18.065305471420288,89.34593725204469,269.8049328327179
11549,70.0,66.66666666666666,50.0,10.0,9.0,8.0,17.85679316520691,88.33617854118347,256.6877729892731
11550,98.21428571428572,89.0909090909091,98.14814814814815,56.0,55.0,54.0,18.414614915847785,89.12274885177612,263.21153712272644
11551,58.579881656804716,63.69047619047619,63.47305389221557,169.0,168.0,167.0,18.69199275970459,93.72147488594057,229.47813534736642
11552,75.0,45.45454545454545,100.0,12.0,11.0,10.0,17.545918703079224,85.24042987823486,238.9477481842041
11554,26.315789473684212,33.33333333333333,23.529411764705877,19.0,18.0,17.0,18.687291860580444,91.30420923233031,264.382976770401
11555,86.95652173913044,100.0,100.0,23.0,22.0,21.0,17.588610172271732,89.50208497047424,267.4698679447174
11556,66.66666666666666,70.0,73.68421052631578,21.0,20.0,19.0,17.84251379966736,89.7053575515747,235.9759662151337
11557,88.88888888888891,87.5,14.285714285714285,9.0,8.0,7.0,17.969188451766968,89.18720173835754,266.3886468410492
11558,93.54838709677419,83.33333333333334,82.75862068965517,31.0,30.0,29.0,18.129783391952515,93.77450275421144,280.3363766670227
11559,54.16666666666666,56.52173913043478,27.27272727272727,24.0,23.0,22.0,18.375541210174557,86.28275990486145,239.21256446838382
11560,78.94736842105263,72.2222222222222,88.23529411764706,19.0,18.0,17.0,17.802649736404422,93.01677083969116,296.29817485809326
11561,82.35294117647058,25.0,86.66666666666669,17.0,16.0,15.0,17.916853189468387,89.1858160495758,275.5938303470612
11562,70.0,0.0,100.0,10.0,9.0,8.0,17.85723328590393,90.48380804061891,262.05388689041143
11563,100.0,86.66666666666669,100.0,16.0,15.0,14.0,17.796967983245853,90.46031737327576,226.21992206573486
11565,75.0,0.0,50.0,20.0,19.0,18.0,18.788317203521725,90.66511297225952,262.6037437915802
11566,100.0,95.65217391304348,90.9090909090909,24.0,23.0,22.0,20.45662784576416,91.39615702629091,309.09340238571167
11567,76.66666666666667,86.20689655172413,82.14285714285714,30.0,29.0,28.0,18.968007802963253,91.73907470703124,312.9227926731109
11568,66.66666666666666,59.375,54.838709677419345,33.0,32.0,31.0,18.94992184638977,91.88443613052368,193.98053789138802
11569,75.0,64.48598130841121,72.64150943396227,108.0,107.0,106.0,19.48252320289612,95.30674815177916,267.1328239440918
11570,76.19047619047619,90.0,63.157894736842096,21.0,20.0,19.0,18.336339712142944,86.16064572334291,320.27412343025213
11571,83.33333333333334,93.61702127659576,86.95652173913044,48.0,47.0,46.0,18.568653345108032,91.73320245742798,294.74253439903265
11572,82.92682926829268,97.5,84.61538461538461,41.0,40.0,39.0,19.277712106704712,94.09531307220459,263.0269351005554
11573,89.36170212765957,78.26086956521739,82.2222222222222,47.0,46.0,45.0,19.47828841209412,89.40540885925293,294.89876842498785
11574,100.0,91.30434782608695,82.2222222222222,47.0,46.0,45.0,19.348005533218387,93.92973923683168,294.0443086624145
11575,81.81818181818183,87.03703703703705,86.7924528301887,55.0,54.0,53.0,19.03306794166565,90.0103223323822,297.89987754821783
11576,82.75862068965517,85.71428571428571,100.0,29.0,28.0,27.0,19.191964626312245,92.54707050323486,275.57390713691706
11577,100.0,77.41935483870971,86.66666666666669,32.0,31.0,30.0,19.059923887252808,92.78015518188477,296.19415426254267
11578,89.18918918918921,72.2222222222222,74.28571428571429,37.0,36.0,35.0,18.70427894592285,88.12777662277222,287.02606964111334
11579,81.81818181818183,20.0,44.444444444444436,11.0,10.0,9.0,18.553704738616947,93.11259007453918,263.0730209350586
11580,100.0,97.2222222222222,94.28571428571428,37.0,36.0,35.0,18.716084957122806,86.5091621875763,282.2141525745392
11581,100.0,96.42857142857143,100.0,29.0,28.0,27.0,19.402283668518066,92.49383234977722,294.80373120307917
11582,95.0,100.0,100.0,40.0,39.0,38.0,19.045366287231445,91.3555600643158,227.96664810180664
11583,88.23529411764706,93.93939393939394,90.625,34.0,33.0,32.0,18.986554622650143,92.08440160751344,240.57477617263802
11584,64.70588235294117,0.0,100.0,17.0,16.0,15.0,18.866703033447266,92.92063784599304,314.3900730609894
11585,82.35294117647058,66.0,79.59183673469387,51.0,50.0,49.0,19.84664273262024,95.60704493522644,300.7590217590332
11586,80.0,73.52941176470588,81.81818181818183,35.0,34.0,33.0,19.49151110649109,89.75651597976685,182.57238483428955
11587,91.66666666666666,76.59574468085106,82.6086956521739,48.0,47.0,46.0,19.51133632659912,93.82545638084412,271.7350981235504
11588,88.46153846153845,88.0,91.66666666666666,26.0,25.0,24.0,19.715692043304447,88.22307205200195,245.9552981853485
11589,54.838709677419345,56.66666666666666,51.72413793103448,31.0,30.0,29.0,20.00044536590576,94.58114314079285,293.30728650093084
11590,56.25,66.66666666666666,42.857142857142854,16.0,15.0,14.0,19.70579648017884,95.42788410186769,297.29366040229803
11591,68.75,73.33333333333333,57.14285714285714,16.0,15.0,14.0,19.646200656890873,91.12078881263731,237.91079449653625
11592,78.04878048780488,60.0,61.53846153846154,41.0,40.0,39.0,19.896968364715573,95.53600311279295,290.29487228393555
11593,80.0,55.55555555555557,37.5,10.0,9.0,8.0,19.522583961486816,87.03501510620117,285.16161489486694
11594,100.0,93.10344827586206,100.0,30.0,29.0,28.0,20.067257404327396,95.4122085571289,280.985901594162
11595,58.33333333333334,18.181818181818183,50.0,12.0,11.0,10.0,19.818937778472897,90.44002246856691,291.73608231544495
11596,88.0,91.83673469387756,66.66666666666666,50.0,49.0,48.0,20.515438556671146,99.36510705947876,294.4799246788025
11597,86.95652173913044,93.33333333333331,93.18181818181816,46.0,45.0,44.0,20.232608318328854,92.13975477218628,248.94738674163816
11598,60.0,72.41379310344827,60.71428571428571,30.0,29.0,28.0,20.353628396987915,94.48774838447572,244.98092460632324
11599,79.41176470588233,96.96969696969695,75.0,34.0,33.0,32.0,20.501368761062626,92.22241520881651,256.821861743927
11600,75.0,73.91304347826086,86.36363636363636,24.0,23.0,22.0,19.530484199523926,96.25684952735901,275.0554711818695
11601,93.93939393939394,78.125,83.87096774193549,33.0,32.0,31.0,19.601100206375122,92.87803673744202,239.17262625694275
11602,95.23809523809523,65.0,100.0,21.0,20.0,19.0,20.226785182952877,95.59933805465698,301.721519947052
11603,100.0,93.33333333333331,92.85714285714286,16.0,15.0,14.0,20.200042247772213,94.7002866268158,289.3511159420013
11605,75.75757575757575,93.75,93.54838709677419,33.0,32.0,31.0,19.976847410202023,94.09393787384032,200.94194054603577
11606,69.44444444444444,82.85714285714286,73.52941176470588,36.0,35.0,34.0,20.020820140838627,96.96999669075012,314.2928893566132
11607,62.26415094339622,76.92307692307693,58.82352941176471,53.0,52.0,51.0,20.513639211654663,96.03258442878723,250.12833428382874
11608,71.69811320754717,11.538461538461535,66.66666666666666,53.0,52.0,51.0,20.7366247177124,93.38237309455872,226.85825395584104
11609,95.45454545454544,52.38095238095239,95.0,22.0,21.0,20.0,20.90747666358948,95.4207842350006,301.63431715965265
11610,91.83673469387756,100.0,91.48936170212765,49.0,48.0,47.0,20.840985774993893,100.47732543945312,275.2733125686645
11611,72.72727272727273,66.66666666666666,55.00000000000001,22.0,21.0,20.0,20.464666604995728,93.51230025291443,328.26391434669495
11612,72.72727272727273,69.76744186046511,71.42857142857143,44.0,43.0,42.0,20.552207708358765,92.58181142807008,271.6211035251617
11613,92.30769230769228,84.31372549019608,88.0,52.0,51.0,50.0,20.683726072311398,97.2187647819519,330.14363646507263
11615,69.0721649484536,66.83937823834198,68.22916666666666,194.0,193.0,192.0,22.08060574531555,99.68587708473206,254.0824930667877
11616,74.61139896373057,67.70833333333334,72.77486910994764,193.0,192.0,191.0,23.12655878067017,94.54781484603882,286.6152594089508
11618,100.0,79.16666666666666,82.6086956521739,25.0,24.0,23.0,20.9581298828125,101.10059428215028,304.28611731529236
11619,70.0,44.444444444444436,62.5,10.0,9.0,8.0,20.93059611320496,91.90031051635742,288.31990337371826
11620,87.23404255319151,89.13043478260867,95.55555555555556,47.0,46.0,45.0,21.228487014770508,96.67631888389587,318.21037578582764
11622,67.5,94.87179487179485,84.21052631578947,40.0,39.0,38.0,21.06553864479065,100.05763554573059,289.985776424408
11623,100.0,93.10344827586206,92.85714285714286,30.0,29.0,28.0,21.245011568069454,94.67477440834044,291.53644347190857
11624,90.32258064516128,93.33333333333331,93.10344827586206,31.0,30.0,29.0,20.93435573577881,100.29456233978271,302.2785046100616
11625,88.3720930232558,71.76470588235293,78.57142857142857,86.0,85.0,84.0,21.59063720703125,97.89893054962158,253.6978418827057
11626,89.2857142857143,96.29629629629628,100.0,28.0,27.0,26.0,21.26464557647705,94.59460306167604,205.96366381645203
11627,92.15686274509804,96.0,89.79591836734693,51.0,50.0,49.0,20.82735538482666,99.52473378181458,231.56959223747253
11628,33.33333333333333,46.0,32.6530612244898,51.0,50.0,49.0,21.71039605140686,95.40829300880432,302.99596858024603
11629,54.0,48.979591836734684,33.33333333333333,50.0,49.0,48.0,21.365957975387573,99.60000014305115,321.4865205287933
11630,81.25,82.53968253968253,75.80645161290323,64.0,63.0,62.0,21.880475997924805,97.1298897266388,296.0937044620514
11631,100.0,72.97297297297297,97.2222222222222,38.0,37.0,36.0,21.654958963394165,99.46035718917848,305.2419219017029
11632,93.65079365079364,87.09677419354837,80.327868852459,63.0,62.0,61.0,21.763965129852295,101.23442912101746,281.01237845420843
11634,85.29411764705883,90.9090909090909,93.75,34.0,33.0,32.0,21.833203077316284,99.1881685256958,268.83227944374084
11635,71.42857142857143,44.444444444444436,69.23076923076923,28.0,27.0,26.0,21.081995010375977,103.3397810459137,274.91159558296204
11636,100.0,96.55172413793105,100.0,30.0,29.0,28.0,21.036306619644165,99.334787607193,340.7053272724152
11637,88.13559322033899,86.20689655172413,87.71929824561403,59.0,58.0,57.0,22.39016985893249,95.62157487869264,300.8200452327728
11638,92.85714285714286,89.0909090909091,87.03703703703705,56.0,55.0,54.0,21.575778484344482,98.72224831581116,309.1551558971405
11640,66.66666666666666,37.5,57.14285714285714,9.0,8.0,7.0,21.78904151916504,104.33962774276732,305.33138132095337
11641,80.0,77.7777777777778,100.0,10.0,9.0,8.0,21.034223318099976,96.1932497024536,322.2267904281616
11642,62.7906976744186,71.42857142857143,85.36585365853658,43.0,42.0,41.0,21.532001495361328,103.58699035644531,251.35391545295715
11643,18.181818181818183,10.0,22.222222222222214,11.0,10.0,9.0,21.27670288085937,99.1335949897766,243.40399646759042
11644,76.74418604651162,69.04761904761905,80.4878048780488,43.0,42.0,41.0,21.814754962921143,97.21308612823486,343.43338060379034
11645,57.89473684210528,55.55555555555557,64.70588235294117,19.0,18.0,17.0,22.211724758148193,100.88582348823549,319.2493815422058
11646,96.0,97.95918367346935,91.66666666666666,50.0,49.0,48.0,22.71786642074585,98.80445051193236,309.54052257537836
11647,100.0,92.30769230769228,100.0,27.0,26.0,25.0,22.58000659942627,101.17237448692322,270.6020085811615
11648,94.28571428571428,94.11764705882351,96.96969696969695,35.0,34.0,33.0,21.88484215736389,102.71466875076294,242.51375079154968
11649,92.10526315789473,89.18918918918921,75.0,38.0,37.0,36.0,22.373851776123047,94.99538350105286,262.26357340812683
11650,95.74468085106385,100.0,97.77777777777777,47.0,46.0,45.0,22.53423595428467,104.91230273246764,241.5478291511536
11651,97.56097560975607,100.0,100.0,41.0,40.0,39.0,22.768007278442386,99.22439765930176,292.42990422248835
11652,87.03703703703705,69.81132075471697,75.0,54.0,53.0,52.0,22.37871503829956,98.4112823009491,303.3889749050141
11653,71.42857142857143,85.29411764705883,75.75757575757575,35.0,34.0,33.0,22.83830499649048,99.74029088020323,327.63910055160517
11654,81.25,85.1063829787234,86.95652173913044,48.0,47.0,46.0,22.70572113990784,102.60167622566223,294.45237731933594
11655,67.5,84.61538461538461,94.73684210526315,40.0,39.0,38.0,22.999024868011475,97.4585120677948,326.8408126831055
11656,74.50980392156862,68.0,81.63265306122447,51.0,50.0,49.0,22.45319652557373,105.36952710151672,289.7038855552673
11657,75.55555555555556,65.9090909090909,62.7906976744186,45.0,44.0,43.0,22.74501061439514,97.23992776870728,316.4565086364746
11658,78.57142857142857,79.71014492753623,79.41176470588233,70.0,69.0,68.0,23.43401980400085,103.59698367118835,322.7547538280487
11659,63.76811594202898,64.70588235294117,67.16417910447761,69.0,68.0,67.0,22.65193843841553,99.62398886680604,342.450119972229
11660,84.84848484848484,69.23076923076923,84.375,66.0,65.0,64.0,23.06958866119385,103.52408647537231,318.57097387313837
11661,79.16666666666666,51.06382978723404,80.43478260869566,48.0,47.0,46.0,23.008347988128662,103.3468189239502,327.71792745590216
11662,93.75,93.54838709677419,96.66666666666669,32.0,31.0,30.0,23.2131929397583,98.16227698326112,309.57746505737305
11663,68.42105263157895,94.44444444444444,82.35294117647058,19.0,18.0,17.0,23.053887605667114,101.96148610115051,315.16322684288025
11664,85.0,68.42105263157895,100.0,20.0,19.0,18.0,23.153062105178837,105.80232000350952,342.297340631485
11665,65.0,71.7948717948718,73.68421052631578,40.0,39.0,38.0,23.29679894447327,100.40166306495668,324.9223806858064
11666,94.87179487179485,71.05263157894737,89.18918918918921,39.0,38.0,37.0,22.49823784828186,107.24313640594481,287.43023347854614
11667,90.74074074074076,88.67924528301887,90.3846153846154,54.0,53.0,52.0,22.97455382347107,99.6069233417511,239.4599461555481
11668,64.0,69.38775510204081,64.58333333333334,50.0,49.0,48.0,23.18274474143982,103.96087145805359,194.81482648849487
11669,74.19354838709677,90.0,93.10344827586206,31.0,30.0,29.0,23.846388101577762,101.16649460792542,283.09746026992804
11670,80.0,63.157894736842096,100.0,20.0,19.0,18.0,23.219420909881592,102.85866689682008,256.567150592804
11671,91.30434782608695,77.7777777777778,86.36363636363636,46.0,45.0,44.0,23.09738063812256,101.99650812149048,233.55002760887143
11673,95.74468085106385,89.13043478260867,86.66666666666669,47.0,46.0,45.0,24.175894498825073,106.54729008674622,317.61249995231634
11674,52.83018867924528,53.84615384615386,58.82352941176471,53.0,52.0,51.0,23.417646646499637,103.9021496772766,244.4242959022522
11675,41.66666666666667,45.45454545454545,50.0,12.0,11.0,10.0,23.5437970161438,104.02774405479431,300.6580979824066
11676,76.66666666666667,89.65517241379311,96.42857142857143,30.0,29.0,28.0,23.117806911468506,98.7191286087036,324.389621257782
11677,74.35897435897436,57.89473684210528,62.16216216216216,39.0,38.0,37.0,23.833434104919434,108.3834583759308,334.0304493904114
11678,92.30769230769228,100.0,100.0,13.0,12.0,11.0,22.77849841117859,98.88754940032959,331.92205405235285
11680,97.91666666666666,93.61702127659576,89.13043478260867,48.0,47.0,46.0,23.570047855377197,105.7617416381836,318.3672933578491
11681,65.78947368421053,86.4864864864865,69.44444444444444,38.0,37.0,36.0,23.351076126098643,105.5573410987854,288.45572090148926
11682,96.55172413793105,96.42857142857143,92.5925925925926,29.0,28.0,27.0,24.0055468082428,102.4817192554474,326.8818154335022
11683,70.1492537313433,68.18181818181817,66.15384615384615,67.0,66.0,65.0,24.22289490699768,103.20385718345642,362.9906373023987
11684,77.7777777777778,100.0,85.71428571428571,9.0,8.0,7.0,23.37984752655029,106.12098169326781,323.5663921833038
11685,100.0,83.33333333333334,85.71428571428571,37.0,36.0,35.0,24.01578712463379,107.21539449691772,325.36193919181824
11686,92.30769230769228,82.35294117647058,84.0,52.0,51.0,50.0,24.005720376968387,106.63404488563538,294.4527714252472
11687,90.19607843137257,78.0,93.87755102040815,51.0,50.0,49.0,24.245166540145874,102.42253065109252,285.8519077301025
11688,80.35714285714286,83.63636363636363,83.33333333333334,56.0,55.0,54.0,24.703522205352783,105.88731503486632,244.46602463722232
11689,79.59183673469387,87.5,80.85106382978722,49.0,48.0,47.0,24.19570350646973,106.37759494781494,281.7148969173432
11690,89.23076923076924,85.9375,74.60317460317461,65.0,64.0,63.0,24.353214502334595,109.20640277862549,230.90369892120358
11691,72.2222222222222,66.19718309859155,70.0,72.0,71.0,70.0,24.350404977798465,107.59625291824341,351.9893200397492
11692,44.82758620689656,71.42857142857143,51.85185185185186,29.0,28.0,27.0,23.83927345275879,102.52005910873413,312.0330986976624
11693,77.7777777777778,25.0,57.14285714285714,9.0,8.0,7.0,24.058298587799072,104.85259413719177,298.8466215133667
11694,85.29411764705883,96.96969696969695,78.125,34.0,33.0,32.0,24.0152370929718,108.22032380104065,292.45708227157587
11695,78.57142857142857,92.5925925925926,73.07692307692307,28.0,27.0,26.0,24.47397470474243,103.26738953590393,287.3827059268952
11697,75.0,85.18518518518519,61.53846153846154,28.0,27.0,26.0,26.44584631919861,104.7935905456543,300.367000579834
11698,67.69230769230771,57.8125,58.73015873015874,65.0,64.0,63.0,25.179667234420773,107.4088659286499,319.46026253700256
11699,82.2222222222222,100.0,93.02325581395347,45.0,44.0,43.0,24.415287733078003,109.36672258377077,302.82169675827026
11700,76.47058823529412,43.75,80.0,17.0,16.0,15.0,24.078468561172485,107.26181316375731,348.63922595977783
11701,92.30769230769228,81.57894736842105,78.37837837837837,39.0,38.0,37.0,24.38278293609619,106.18617248535156,347.9384126663208
11702,100.0,87.93103448275862,84.21052631578947,59.0,58.0,57.0,24.445317268371586,107.2967176437378,333.6762661933899
11703,88.23529411764706,56.25,100.0,17.0,16.0,15.0,24.60724639892578,106.86042499542236,305.0235385894776
11704,65.38461538461539,64.70588235294117,68.0,52.0,51.0,50.0,24.993552207946767,107.20632719993591,302.06533002853394
11705,78.68852459016394,78.33333333333333,66.10169491525424,61.0,60.0,59.0,25.44318413734436,109.32387328147888,292.4696462154388
11706,69.81132075471697,67.30769230769229,70.58823529411767,53.0,52.0,51.0,24.927170991897587,102.38403487205505,354.8528437614441
11707,100.0,53.33333333333334,100.0,16.0,15.0,14.0,24.80353164672852,106.77061057090759,362.64395332336426
11708,63.38028169014085,54.28571428571429,60.86956521739131,71.0,70.0,69.0,25.256589651107788,109.54810786247252,330.68229746818537
11709,85.29411764705883,90.9090909090909,93.75,34.0,33.0,32.0,25.58396792411804,110.05583930015564,340.2251653671265
11710,75.0,57.14285714285714,50.0,8.0,7.0,6.0,24.17887568473816,102.16873621940613,252.65714883804318
11711,57.14285714285714,7.6923076923076925,75.0,14.0,13.0,12.0,24.80386972427368,109.92468237876892,314.5681540966034
11712,96.15384615384615,92.0,91.66666666666666,26.0,25.0,24.0,24.20381116867065,104.76216292381287,342.02375578880316
11714,35.483870967741936,53.33333333333334,41.3793103448276,31.0,30.0,29.0,24.805821895599365,106.89642548561096,271.9353036880493
11715,41.935483870967744,36.66666666666666,75.86206896551724,31.0,30.0,29.0,25.22813081741333,110.91536808013916,309.88646411895746
11716,93.54838709677419,94.33198380566802,93.08943089430895,248.0,247.0,246.0,27.94708514213562,114.8267240524292,329.01914167404175
11717,93.54838709677419,92.71255060728744,91.869918699187,248.0,247.0,246.0,27.53939938545227,109.13643455505371,308.8437037467956
11718,95.55555555555556,72.72727272727273,81.3953488372093,45.0,44.0,43.0,26.04293346405029,105.51486897468568,295.7586569786072
11719,75.0,57.14285714285714,66.66666666666666,8.0,7.0,6.0,24.714656352996826,109.2888035774231,282.6099593639374
11720,90.625,61.29032258064516,83.33333333333334,32.0,31.0,30.0,26.18400812149048,111.78788518905641,324.6004753112793
11721,75.0,71.42857142857143,50.0,8.0,7.0,6.0,24.901463270187374,105.14584159851074,314.7986388206482
11722,77.08333333333334,61.70212765957447,63.04347826086957,48.0,47.0,46.0,25.77623748779297,109.75217604637146,259.42038917541504
11723,38.888888888888886,91.42857142857143,73.52941176470588,36.0,35.0,34.0,26.37345004081726,114.2577817440033,231.38342690467843
